,val,sample,epoch,train_loss,train_acc,test_loss,test_acc
53,1,3,4,2.3818152653503417,0.1,2.381085029220581,0.1
54,1,3,5,2.380377024230957,0.1,2.37965393447876,0.1
55,1,3,6,2.378963716583252,0.1,2.3782605846405027,0.1
56,1,3,7,2.3775822747802735,0.1,2.3768847202301027,0.1
57,1,3,8,2.376221552200317,0.1,2.375541778564453,0.1
58,1,3,9,2.374887828216553,0.1,2.3742206550598146,0.1
59,1,3,10,2.3735783978271483,0.1,2.372926851272583,0.1
60,1,3,11,2.3722916149139404,0.1,2.3716537437438965,0.1
61,1,3,12,2.3710300940704347,0.1,2.3703975379943847,0.1
62,1,3,13,2.369786661529541,0.1,2.369169337844849,0.1
63,1,3,14,2.3685664625549316,0.1,2.3679584548950197,0.1
64,1,3,15,2.367365326538086,0.1,2.366776566696167,0.1
65,1,3,16,2.3661894519805906,0.1,2.365598484802246,0.1
66,1,3,17,2.3650264851379394,0.1,2.364455045700073,0.1
67,1,3,18,2.363887378616333,0.1,2.3633220642089845,0.1
68,1,3,19,2.3627639115142824,0.1,2.3622140171051025,0.1
69,1,3,20,2.361664981994629,0.1,2.3611050468444823,0.1
70,1,3,21,2.3605724645996093,0.1,2.3600427734375,0.1
71,1,3,22,2.3595090090179442,0.1,2.358975993347168,0.1
72,1,3,23,2.3584559619140624,0.1,2.3579409126281736,0.1
73,1,3,24,2.3574248204803467,0.1,2.356913188934326,0.1
74,1,3,25,2.356407182998657,0.1,2.3559116626739502,0.1
75,1,4,1,2.457401643600464,0.1,2.4561910091400145,0.1
76,1,4,2,2.45504111289978,0.1,2.453865046310425,0.1
77,1,4,3,2.452725298919678,0.1,2.451571342086792,0.1
78,1,4,4,2.4504452392578124,0.1,2.449293893814087,0.1
79,1,4,5,2.4481881507110597,0.1,2.4470647895812987,0.1
80,1,4,6,2.4459654833221434,0.1,2.444847757720947,0.1
81,1,4,7,2.4437618755340575,0.1,2.4426693996429445,0.1
82,1,4,8,2.4415883851623534,0.1,2.440500008010864,0.1
83,1,4,9,2.4394339932250975,0.1,2.4383661293029784,0.1
84,1,4,10,2.4373073065185547,0.1,2.4362429000854493,0.1
85,1,4,11,2.4351995799255373,0.1,2.4341543884277344,0.1
86,1,4,12,2.433115686569214,0.1,2.4320836738586427,0.1
87,1,4,13,2.4310567539215087,0.1,2.4300299980163573,0.1
88,1,4,14,2.42901831451416,0.1,2.4280038948059084,0.1
89,1,4,15,2.427000995941162,0.1,2.425999529647827,0.1
90,1,4,16,2.4250065908050535,0.1,2.4240152072906493,0.1
91,1,4,17,2.423033992614746,0.1,2.4220519527435305,0.1
92,1,4,18,2.4210813094329833,0.1,2.420110652923584,0.1
93,1,4,19,2.419148839569092,0.1,2.4182028480529785,0.1
94,1,4,20,2.417240283203125,0.1,2.416307479095459,0.1
95,1,4,21,2.4153519287872314,0.1,2.414425709152222,0.1
96,1,4,22,2.413482359619141,0.1,2.4125623989105223,0.1
97,1,4,23,2.411631869277954,0.1,2.4107273456573486,0.1
98,1,4,24,2.4098045297241213,0.1,2.4089095630645754,0.1
99,1,4,25,2.407995267868042,0.1,2.4071167697906493,0.1
100,1,5,1,2.3770155848693846,0.1,2.3761506256103515,0.1
101,1,5,2,2.375347978134155,0.1,2.374489667892456,0.1
102,1,5,3,2.373678624420166,0.1,2.3727712429046632,0.1
103,1,5,4,2.3687793949890135,0.09748,2.362536947250366,0.0834
104,1,5,5,2.358810997085571,0.09754,2.3552074993133547,0.1131
105,1,5,6,2.3533608331298828,0.11076,2.3508825134277345,0.1101
106,1,5,7,2.3497436598205566,0.10946,2.3476945972442627,0.1091
107,1,5,8,2.3468655989074705,0.10682,2.344951752090454,0.108
108,1,5,9,2.344302559890747,0.10578,2.3424678401947023,0.1069
109,1,5,10,2.3419156986236573,0.10484,2.3400857696533204,0.1062
110,1,5,11,2.339618681945801,0.10448,2.337809666061401,0.1062
111,1,5,12,2.337406704788208,0.10432,2.335567163848877,0.1057
112,1,5,13,2.335240326385498,0.10442,2.3334027236938475,0.1058
113,1,5,14,2.333133193359375,0.10458,2.3312707683563234,0.106
114,1,5,15,2.331058716430664,0.10488,2.329186965942383,0.1061
115,1,5,16,2.3290221104431152,0.10524,2.3271361377716064,0.1057
116,1,5,17,2.327024132385254,0.10492,2.3251078197479247,0.106
117,1,5,18,2.32505549911499,0.10508,2.323130559921265,0.106
118,1,5,19,2.3231206645202636,0.10524,2.3211781215667724,0.1059
119,1,5,20,2.321215183944702,0.10592,2.3192576095581057,0.1062
120,1,5,21,2.3193390342712403,0.10584,2.317348606491089,0.1054
121,1,5,22,2.3174901068878175,0.10628,2.3154794517517088,0.1056
122,1,5,23,2.315655280303955,0.10654,2.3136308113098143,0.1047
123,1,5,24,2.3138452004241943,0.10676,2.3118033199310304,0.1043
124,1,5,25,2.3120619712066652,0.10686,2.3099911544799805,0.1042
125,1,6,1,2.520654710083008,0.1,2.515419681930542,0.1
126,1,6,2,2.511169051437378,0.1,2.507066748046875,0.1
127,1,6,3,2.503729024963379,0.1,2.500519931411743,0.1
128,1,6,4,2.4979191273498533,0.1,2.4953715274810793,0.1
129,1,6,5,2.4932219906616213,0.1,2.4911157817840577,0.1
130,1,6,6,2.4891664027404787,0.1,2.4872823322296145,0.1
131,1,6,7,2.4854094539642335,0.1,2.4836349910736084,0.1
132,1,6,8,2.4818774716186525,0.1,2.4802589332580567,0.1
133,1,6,9,2.4786028164672853,0.1,2.477057374191284,0.1
134,1,6,10,2.475529453430176,0.1,2.474059306335449,0.1
135,1,6,11,2.472645824432373,0.1,2.4712168617248533,0.1
136,1,6,12,2.469905036010742,0.1,2.4685472087860107,0.1
137,1,6,13,2.4672899870300293,0.1,2.4659623374938966,0.1
138,1,6,14,2.4647499573516845,0.1,2.463459591293335,0.1
139,1,6,15,2.46227631149292,0.1,2.4610081127166747,0.1
140,1,6,16,2.459854710998535,0.1,2.4586053871154787,0.1
141,1,6,17,2.4574759327697753,0.1,2.4562532772064207,0.1
142,1,6,18,2.4551387657165527,0.1,2.4539341979980467,0.1
143,1,6,19,2.4528376803588867,0.1,2.4516493839263918,0.1
144,1,6,20,2.4505699102020264,0.1,2.4493984985351562,0.1
145,1,6,21,2.448331837615967,0.1,2.44718755569458,0.1
146,1,6,22,2.4461282377624514,0.1,2.444994477081299,0.1
147,1,6,23,2.4439520010375975,0.1,2.442834619140625,0.1
148,1,6,24,2.441805227890015,0.1,2.4407023849487306,0.1
149,1,6,25,2.439687445983887,0.1,2.438591407394409,0.1
150,1,7,1,2.431893380661011,0.1,2.4307255207061766,0.1
151,1,7,2,2.429319012680054,0.1,2.4282039402008055,0.1
152,1,7,3,2.4268396785736086,0.1,2.425733065032959,0.1
153,1,7,4,2.4243560507202147,0.1,2.4232509937286375,0.1
154,1,7,5,2.42188083694458,0.1,2.4207704193115234,0.1
155,1,7,6,2.419423284988403,0.1,2.4182818687438963,0.1
156,1,7,7,2.4169546472930907,0.1,2.4158297847747803,0.1
157,1,7,8,2.4145064420318603,0.1,2.4133725860595705,0.1
158,1,7,9,2.412075122680664,0.1,2.410942575454712,0.1
159,1,7,10,2.4096532345581054,0.1,2.408520084762573,0.1
160,1,7,11,2.4072468071746824,0.1,2.406128495025635,0.1
161,1,7,12,2.4048663078308103,0.1,2.4037183265686037,0.1
162,1,7,13,2.4024921354675293,0.1,2.4013630760192872,0.1
163,1,7,14,2.400148668060303,0.1,2.3990205165863037,0.1
164,1,7,15,2.3978357068634035,0.1,2.3967018627166747,0.1
165,1,7,16,2.3955356929016114,0.1,2.394419522476196,0.1
166,1,7,17,2.3932707246398928,0.1,2.3921392864227293,0.1
167,1,7,18,2.3910373567199708,0.1,2.389897122192383,0.1
168,1,7,19,2.388830653457642,0.1,2.387697259902954,0.1
169,1,7,20,2.38666305229187,0.1,2.385541038894653,0.1
170,1,7,21,2.3845295785522462,0.1,2.3833905101776125,0.1
171,1,7,22,2.3824188558959962,0.1,2.381299405670166,0.1
172,1,7,23,2.3803520275878904,0.1,2.37923165435791,0.1
173,1,7,24,2.378322198410034,0.1,2.37720032043457,0.1
174,1,7,25,2.3763333698272704,0.1,2.3752031414031984,0.1
175,1,8,1,2.510564796142578,0.1,2.5064564540863037,0.1
176,1,8,2,2.50369573677063,0.1,2.499895590209961,0.1
177,1,8,3,2.497651646194458,0.1,2.493983846664429,0.1
178,1,8,4,2.492062989730835,0.1,2.4883973693847654,0.1
179,1,8,5,2.486847666320801,0.1,2.4832777671813964,0.1
180,1,8,6,2.482016690673828,0.1,2.478493923187256,0.1
181,1,8,7,2.4774970304870605,0.1,2.473973677825928,0.1
182,1,8,8,2.473209711151123,0.1,2.4697316387176516,0.1
183,1,8,9,2.469139383239746,0.1,2.465681561279297,0.1
184,1,8,10,2.4652366666412355,0.1,2.461758097076416,0.1
185,1,8,11,2.4614643523406983,0.1,2.4579854274749757,0.1
186,1,8,12,2.457813775100708,0.1,2.4542718883514403,0.1
187,1,8,13,2.4542370507049562,0.1,2.450697270965576,0.1
188,1,8,14,2.4507440572357178,0.1,2.447171753692627,0.1
189,1,8,15,2.4473162858581543,0.1,2.4437203533172607,0.1
190,1,8,16,2.4439499724578857,0.1,2.4403194759368896,0.1
191,1,8,17,2.4406315435028074,0.1,2.4369607360839844,0.1
192,1,8,18,2.437359103393555,0.1,2.4336691951751708,0.1
193,1,8,19,2.4341463778686525,0.1,2.43041037940979,0.1
194,1,8,20,2.4309674860382082,0.1,2.4272302459716797,0.1
195,1,8,21,2.427843184051514,0.1,2.4240846240997316,0.1
196,1,8,22,2.4247708406829833,0.1,2.4209785682678224,0.1
197,1,8,23,2.4217412921142576,0.10002,2.4179309154510498,0.1
198,1,8,24,2.4187635877990723,0.10002,2.414928238296509,0.1
199,1,8,25,2.415830416793823,0.1,2.411963742828369,0.0999
200,1,9,1,2.367507099456787,0.1,2.3668158908843995,0.1
201,1,9,2,2.3661595748901365,0.1,2.3654793743133546,0.1
202,1,9,3,2.364835948257446,0.1,2.364171032333374,0.1
203,1,9,4,2.363539712677002,0.1,2.3628836181640627,0.1
204,1,9,5,2.362270444869995,0.1,2.361632233810425,0.1
205,1,9,6,2.361028651275635,0.1,2.360409792709351,0.1
206,1,9,7,2.3598164637756347,0.1,2.359198846054077,0.1
207,1,9,8,2.35862546333313,0.1,2.3580262310028077,0.1
208,1,9,9,2.357465020904541,0.1,2.3568713958740233,0.1
209,1,9,10,2.3563245513153075,0.1,2.3557465690612793,0.1
210,1,9,11,2.3552072105407715,0.1,2.3546498065948485,0.1
211,1,9,12,2.354107893600464,0.1,2.353537545013428,0.1
212,1,9,13,2.352965387649536,0.1,2.3522689250946045,0.1
213,1,9,14,2.3507155503845216,0.1,2.3494765228271484,0.1
214,1,9,15,2.3485892555999754,0.1,2.3475645820617674,0.1
215,1,9,16,2.3467215328979494,0.1,2.34575913772583,0.1
216,1,9,17,2.3449444999694826,0.1,2.3440228786468507,0.1
217,1,9,18,2.3432069271087648,0.1,2.342309701156616,0.1
218,1,9,19,2.3415064542388917,0.1,2.340630810928345,0.1
219,1,9,20,2.3398264138793947,0.1,2.3389587104797362,0.1
220,1,9,21,2.338163706970215,0.1,2.337334400177002,0.1
221,1,9,22,2.336520955200195,0.1,2.33571842918396,0.1
222,1,9,23,2.3349173110198973,0.1,2.3341069610595704,0.1
223,1,9,24,2.3332899672698977,0.1,2.3325182147979735,0.1
224,1,9,25,2.3317064543914796,0.1,2.330961831665039,0.1
225,1,10,1,2.4387689195251463,0.10316,2.4372240116119386,0.1109
226,1,10,2,2.436194516830444,0.1054,2.4351351024627688,0.1036
227,1,10,3,2.4342071337127686,0.10188,2.4332213821411135,0.1007
228,1,10,4,2.4323346211242676,0.10064,2.4314042572021486,0.1002
229,1,10,5,2.4305409227752683,0.10028,2.4296443347930907,0.0997
230,1,10,6,2.428805340652466,0.1002,2.427923073196411,0.0999
231,1,10,7,2.427110474243164,0.10014,2.426246159362793,0.1
232,1,10,8,2.4254499687957765,0.10016,2.424607891845703,0.1001
233,1,10,9,2.42382040184021,0.10016,2.4229934310913084,0.1001
234,1,10,10,2.4222213022613523,0.10014,2.4214032901763916,0.1001
235,1,10,11,2.4206460557556153,0.1001,2.419840453338623,0.1001
236,1,10,12,2.419091581954956,0.1001,2.4182914115905763,0.1001
237,1,10,13,2.4175509087371827,0.1001,2.416766194534302,0.1001
238,1,10,14,2.416029442138672,0.1001,2.4152481204986573,0.1001
239,1,10,15,2.414520965881348,0.10012,2.413753940963745,0.1001
240,1,10,16,2.413030231170654,0.1001,2.412265095901489,0.1001
241,1,10,17,2.4115507011413575,0.1001,2.410802135848999,0.1001
242,1,10,18,2.4100916401672365,0.1001,2.409342204666138,0.1001
243,1,10,19,2.408643704299927,0.1001,2.4079024070739745,0.1001
244,1,10,20,2.4072088187408447,0.1001,2.4064802257537843,0.1001
245,1,10,21,2.4057901544189453,0.1001,2.405065089035034,0.1001
246,1,10,22,2.404384888534546,0.1001,2.403664934539795,0.1001
247,1,10,23,2.4029920316314697,0.1001,2.4022810718536376,0.1001
248,1,10,24,2.401614065704346,0.1001,2.400907091140747,0.1001
249,1,10,25,2.400246173324585,0.1001,2.3995504970550536,0.1001
250,1,11,1,2.3933869714355467,0.1,2.392520929336548,0.1
251,1,11,2,2.3917216458129884,0.1,2.3908800273895263,0.1
252,1,11,3,2.3900894400024413,0.1,2.3892455303192137,0.1
253,1,11,4,2.3884755393981933,0.1,2.3876512142181396,0.1
254,1,11,5,2.386888337249756,0.1,2.3860739936828614,0.1
255,1,11,6,2.385323807525635,0.1,2.384506293487549,0.1
256,1,11,7,2.3837747215270997,0.1,2.3829762550354006,0.1
257,1,11,8,2.382250421295166,0.1,2.3814590858459472,0.1
258,1,11,9,2.3807446955108644,0.1,2.3799635181427004,0.1
259,1,11,10,2.379258721694946,0.1,2.3784928531646727,0.1
260,1,11,11,2.3777926009368895,0.1,2.3770310272216797,0.1
261,1,11,12,2.37634714263916,0.1,2.3755889575958253,0.1
262,1,11,13,2.374917007217407,0.1,2.374175690078735,0.1
263,1,11,14,2.3735097003936767,0.1,2.37277633934021,0.1
264,1,11,15,2.3721202332305906,0.1,2.3713946620941164,0.1
265,1,11,16,2.370749663925171,0.1,2.3700337596893313,0.1
266,1,11,17,2.3693993225860597,0.1,2.3686851593017577,0.1
267,1,11,18,2.3680638539123535,0.1,2.3673641174316407,0.1
268,1,11,19,2.3667511616516115,0.1,2.36605601234436,0.1
269,1,11,20,2.3654537954711916,0.1,2.3647638095855714,0.1
270,1,11,21,2.364172908859253,0.1,2.3634951248168945,0.1
271,1,11,22,2.3629122229003907,0.1,2.362240284729004,0.1
272,1,11,23,2.361668184967041,0.1,2.3610056190490725,0.1
273,1,11,24,2.360443414077759,0.1,2.3597855388641356,0.1
274,1,11,25,2.3592315197753906,0.1,2.358592951965332,0.1
275,1,12,1,2.4744759774780274,0.1,2.472430717086792,0.1
276,1,12,2,2.471291260070801,0.1,2.469598888015747,0.1
277,1,12,3,2.468602720413208,0.1,2.4669977989196776,0.1
278,1,12,4,2.466041505508423,0.1,2.464449532318115,0.1
279,1,12,5,2.4635115419006346,0.1,2.4619330966949464,0.1
280,1,12,6,2.4610026850128173,0.1,2.459409283065796,0.1
281,1,12,7,2.4585323201751708,0.1,2.4569114715576172,0.1
282,1,12,8,2.456057031021118,0.1,2.454475345993042,0.1
283,1,12,9,2.4536286318969727,0.1,2.452019729614258,0.1
284,1,12,10,2.4511975839996336,0.1,2.4496175868988037,0.1
285,1,12,11,2.448808392944336,0.1,2.4471972526550294,0.1
286,1,12,12,2.446422728805542,0.1,2.4448139038085936,0.1
287,1,12,13,2.444063199996948,0.1,2.4424612281799316,0.1
288,1,12,14,2.4417275225067137,0.1,2.440110708999634,0.1
289,1,12,15,2.439401724700928,0.1,2.4377882205963135,0.1
290,1,12,16,2.4371048093414305,0.1,2.435472357940674,0.1
291,1,12,17,2.4348316906738283,0.1,2.433176328277588,0.1
292,1,12,18,2.4325585585784912,0.1,2.43091318397522,0.1
293,1,12,19,2.430329164657593,0.1,2.4286723220825195,0.1
294,1,12,20,2.4281022990417482,0.1,2.4264428295135496,0.1
295,1,12,21,2.4259005027770995,0.1,2.424240580368042,0.1
296,1,12,22,2.4237132432556154,0.1,2.422048175430298,0.1
297,1,12,23,2.4215570639038084,0.1,2.419866800689697,0.1
298,1,12,24,2.419410196838379,0.1,2.4177179122924803,0.1
299,1,12,25,2.4172883448791502,0.1,2.415582734298706,0.1
300,1,13,1,2.442601783981323,0.1,2.4410686367034913,0.1
301,1,13,2,2.438726500930786,0.1,2.43744072265625,0.1
302,1,13,3,2.4350055548858642,0.1,2.434270099258423,0.1
303,1,13,4,2.43194038734436,0.1,2.431648163986206,0.1
304,1,13,5,2.4293448149108885,0.1,2.429258868408203,0.1
305,1,13,6,2.426937477340698,0.1,2.426956886672974,0.1
306,1,13,7,2.4246309520721434,0.1,2.42471325340271,0.1
307,1,13,8,2.422382008514404,0.1,2.422500047302246,0.1
308,1,13,9,2.420184778442383,0.1,2.420332646179199,0.1
309,1,13,10,2.418024791946411,0.1,2.418207890701294,0.1
310,1,13,11,2.415901441650391,0.1,2.4161094028472903,0.1
311,1,13,12,2.413818041229248,0.1,2.4140581802368164,0.1
312,1,13,13,2.4117668916320802,0.1,2.4120420307159423,0.1
313,1,13,14,2.40977154296875,0.1,2.410044734954834,0.1
314,1,13,15,2.407773796234131,0.1,2.408101969909668,0.1
315,1,13,16,2.405826698760986,0.1,2.4061649768829345,0.1
316,1,13,17,2.4039082126617433,0.1,2.404268548965454,0.1
317,1,13,18,2.4020232557678223,0.1,2.40240298538208,0.1
318,1,13,19,2.400170346984863,0.1,2.400585916900635,0.1
319,1,13,20,2.3983422843933107,0.1,2.398764134597778,0.1
320,1,13,21,2.3965348429107665,0.1,2.39698080368042,0.1
321,1,13,22,2.3947610802459716,0.1,2.395229179382324,0.1
322,1,13,23,2.393019852294922,0.1,2.393494923400879,0.1
323,1,13,24,2.391298765106201,0.1,2.391799238204956,0.1
324,1,13,25,2.3895981453704835,0.1,2.3901247482299803,0.1
325,1,14,1,2.4211232376098635,0.1,2.4188607032775877,0.1
326,1,14,2,2.4176839436340334,0.1,2.4164605766296385,0.1
327,1,14,3,2.415632641983032,0.1,2.4146043060302733,0.1
328,1,14,4,2.4138151551055906,0.1,2.41283911857605,0.1
329,1,14,5,2.4120620319366455,0.1,2.411123080062866,0.1
330,1,14,6,2.4103481729125975,0.1,2.409438695144653,0.1
331,1,14,7,2.4086705769348145,0.1,2.407783036804199,0.1
332,1,14,8,2.4070260858154295,0.1,2.406151997756958,0.1
333,1,14,9,2.4054085315704348,0.1,2.4045572345733643,0.1
334,1,14,10,2.4038219719696046,0.1,2.4029775413513184,0.1
335,1,14,11,2.4022541551971437,0.1,2.401437836456299,0.1
336,1,14,12,2.400717442550659,0.1,2.3999045818328857,0.1
337,1,14,13,2.3991992365264894,0.1,2.398404552459717,0.1
338,1,14,14,2.3977048664855958,0.1,2.396929346084595,0.1
339,1,14,15,2.396233198699951,0.1,2.395471626281738,0.1
340,1,14,16,2.3947833457946777,0.1,2.394030338668823,0.1
341,1,14,17,2.3933553073883056,0.1,2.392604388809204,0.1
342,1,14,18,2.3919452582550047,0.1,2.391208742904663,0.1
343,1,14,19,2.3905551460266112,0.1,2.389837627029419,0.1
344,1,14,20,2.3891876985931395,0.1,2.3884752964019778,0.1
345,1,14,21,2.3878379863739014,0.1,2.387132221984863,0.1
346,1,14,22,2.3865053609466553,0.1,2.385812726593018,0.1
347,1,14,23,2.385193299102783,0.1,2.384512306213379,0.1
348,1,14,24,2.3838988388824465,0.1,2.3832217861175535,0.1
349,1,14,25,2.382619979095459,0.1,2.381959283447266,0.1
350,1,15,1,2.489187008743286,0.11318,2.4859172962188723,0.1044
351,1,15,2,2.4831213176727296,0.10222,2.480342024230957,0.1008
352,1,15,3,2.4783694026947023,0.10046,2.476139830780029,0.1
353,1,15,4,2.4746179378509523,0.10018,2.472666227340698,0.1001
354,1,15,5,2.47135450340271,0.10012,2.4694746547698974,0.1001
355,1,15,6,2.4682959613037108,0.10006,2.4664024364471437,0.1001
356,1,15,7,2.4652894255065916,0.10006,2.4634385246276858,0.1001
357,1,15,8,2.462350078964233,0.10004,2.4604714153289793,0.1001
358,1,15,9,2.459437360305786,0.10004,2.4575362087249757,0.1001
359,1,15,10,2.4565501690673828,0.10004,2.4546453411102296,0.1001
360,1,15,11,2.4536707133483886,0.10002,2.4517405937194825,0.1001
361,1,15,12,2.450823379974365,0.10002,2.4488657188415526,0.1
362,1,15,13,2.447991474380493,0.10002,2.4460069625854493,0.1
363,1,15,14,2.4451756581115722,0.10002,2.4431798767089843,0.1
364,1,15,15,2.442379472579956,0.10002,2.4403488998413088,0.1
365,1,15,16,2.4395948211669922,0.10002,2.4375698776245116,0.1
366,1,15,17,2.436839282684326,0.10002,2.434783134841919,0.1
367,1,15,18,2.4340971964263916,0.10002,2.4320143478393557,0.1
368,1,15,19,2.431368357620239,0.10002,2.4292648056030273,0.1
369,1,15,20,2.428656614303589,0.10004,2.4265357624053956,0.1001
370,1,15,21,2.425963609619141,0.10004,2.4238217205047605,0.1001
371,1,15,22,2.4233028798675535,0.10014,2.4211231273651124,0.1002
372,1,15,23,2.42064986869812,0.10024,2.4184604549407958,0.1007
373,1,15,24,2.4180198110961912,0.10036,2.4158093788146973,0.1009
374,1,15,25,2.415408723144531,0.1007,2.4131736782073974,0.1013
375,2,1,1,2.34841823387146,0.1,2.3465766925811766,0.1
376,2,1,2,2.345327044143677,0.1,2.344052521896362,0.1
377,2,1,3,2.3433941009521484,0.1,2.342775619125366,0.1
378,2,1,4,2.3422773974609377,0.1,2.341752042388916,0.1
379,2,1,5,2.341278162231445,0.1,2.340771104812622,0.1
380,2,1,6,2.3403215628814698,0.1,2.3398327461242676,0.1
381,2,1,7,2.339402464065552,0.1,2.3389417667388916,0.1
382,2,1,8,2.3385155129241944,0.1,2.338060683822632,0.1
383,2,1,9,2.3376472801208497,0.1,2.3372035903930666,0.1
384,2,1,10,2.3367984630584715,0.1,2.3363656414031984,0.1
385,2,1,11,2.335969220046997,0.1,2.3355397079467775,0.1
386,2,1,12,2.3351552647399902,0.1,2.334738943862915,0.1
387,2,1,13,2.334360492248535,0.1,2.3339507289886474,0.1
388,2,1,14,2.333580138397217,0.1,2.3331822704315184,0.1
389,2,1,15,2.3328163798522947,0.1,2.332427160644531,0.1
390,2,1,16,2.332067695465088,0.1,2.3316807899475096,0.1
391,2,1,17,2.3313320220947267,0.1,2.33095758895874,0.1
392,2,1,18,2.3306136297607423,0.1,2.3302404876708986,0.1
393,2,1,19,2.329905919799805,0.1,2.329543960952759,0.1
394,2,1,20,2.329213009109497,0.1,2.328856410598755,0.1
395,2,1,21,2.3285306381988526,0.1,2.3281833194732666,0.1
396,2,1,22,2.32786233543396,0.1,2.3275131843566896,0.1
397,2,1,23,2.3271991826629637,0.1,2.3268594318389892,0.1
398,2,1,24,2.326545210494995,0.1,2.326209030532837,0.1
399,2,1,25,2.325895082702637,0.1,2.3255509586334226,0.1
400,2,2,1,2.3872402851104737,0.1,2.382594934844971,0.1
401,2,2,2,2.3788383141326905,0.1,2.3751958930969237,0.1
402,2,2,3,2.372693641204834,0.1,2.3704181938171387,0.1
403,2,2,4,2.3688251526641846,0.1,2.3670826217651366,0.1
404,2,2,5,2.3658473718261717,0.1,2.3644023944854737,0.1
405,2,2,6,2.363309352416992,0.1,2.361945210647583,0.1
406,2,2,7,2.3609569366455077,0.1,2.35963433303833,0.1
407,2,2,8,2.358704236831665,0.1,2.3574059497833253,0.1
408,2,2,9,2.3565276358795164,0.1,2.3552546611785887,0.1
409,2,2,10,2.3544160455322265,0.1,2.353153092956543,0.1
410,2,2,11,2.3523489207458494,0.1,2.351104486465454,0.1
411,2,2,12,2.3503353942108154,0.1,2.349115902709961,0.1
412,2,2,13,2.3483859634399415,0.1,2.347156595611572,0.1
413,2,2,14,2.346470108718872,0.1,2.3452638648986817,0.1
414,2,2,15,2.344612173309326,0.1,2.3434030082702635,0.1
